Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link
"Grunwald H.A., Gantz V.M., Poplawski G., Xu X.-R.S., Bier E., Cooper K.L.","Super-Mendelian inheritance mediated by CRISPR–Cas9 in the female mouse germline",2019,"Nature","566","7742",,"105","109",,62,"10.1038/s41586-019-0875-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060997021&doi=10.1038%2fs41586-019-0875-2&partnerID=40&md5=ec87a1f2e04e905cb12ea93bbecb7531"
"de Graaf I.E.M., Gleeson T., (Rens) van Beek L.P.H., Sutanudjaja E.H., Bierkens M.F.P.","Environmental flow limits to global groundwater pumping",2019,"Nature","574","7776",,"90","94",,61,"10.1038/s41586-019-1594-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072918128&doi=10.1038%2fs41586-019-1594-4&partnerID=40&md5=16e70a1146df959ab76935304fc2a260"
"Wang Z., Rhodes D.A., Watanabe K., Taniguchi T., Hone J.C., Shan J., Mak K.F.","Evidence of high-temperature exciton condensation in two-dimensional atomic double layers",2019,"Nature","574","7776",,"76","80",,61,"10.1038/s41586-019-1591-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072914462&doi=10.1038%2fs41586-019-1591-7&partnerID=40&md5=d8420b99eac43624bb43bcf6f12f42da"
"Yan R., Zhao X., Lei J., Zhou Q.","Structure of the human LAT1–4F2hc heteromeric amino acid transporter complex",2019,"Nature","568","7750",,"127","130",,61,"10.1038/s41586-019-1011-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063938403&doi=10.1038%2fs41586-019-1011-z&partnerID=40&md5=b40b6b6d65a234cebe2e4167007c8eb4"
"Zeng Q., Michael I.P., Zhang P., Saghafinia S., Knott G., Jiao W., McCabe B.D., Galván J.A., Robinson H.P.C., Zlobec I., Ciriello G., Hanahan D.","Synaptic proximity enables NMDAR signalling to promote brain metastasis",2019,"Nature","573","7775",,"526","531",,60,"10.1038/s41586-019-1576-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072686853&doi=10.1038%2fs41586-019-1576-6&partnerID=40&md5=cb1193ada0a8714dad2e035ebc43fedb"
"Silvestre-Roig C., Braster Q., Wichapong K., Lee E.Y., Teulon J.M., Berrebeh N., Winter J., Adrover J.M., Santos G.S., Froese A., Lemnitzer P., Ortega-Gómez A., Chevre R., Marschner J., Schumski A., Winter C., Perez-Olivares L., Pan C., Paulin N., Schoufour T., Hartwig H., González-Ramos S., Kamp F., Megens R.T.A., Mowen K.A., Gunzer M., Maegdefessel L., Hackeng T., Lutgens E., Daemen M., von Blume J., Anders H.-J., Nikolaev V.O., Pellequer J.-L., Weber C., Hidalgo A., Nicolaes G.A.F., Wong G.C.L., Soehnlein O.","Externalized histone H4 orchestrates chronic inflammation by inducing lytic cell death",2019,"Nature","569","7755",,"236","240",,60,"10.1038/s41586-019-1167-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065241178&doi=10.1038%2fs41586-019-1167-6&partnerID=40&md5=70adfd584c850c75f7a7bb9371b37a0d"
"Marvel K., Cook B.I., Bonfils C.J.W., Durack P.J., Smerdon J.E., Williams A.P.","Twentieth-century hydroclimate changes consistent with human influence",2019,"Nature","569","7754",,"59","65",,60,"10.1038/s41586-019-1149-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065207704&doi=10.1038%2fs41586-019-1149-8&partnerID=40&md5=f8a28dae301b851cc5a95180fa5b7e3a"
"Whiteley A.T., Eaglesham J.B., de Oliveira Mann C.C., Morehouse B.R., Lowey B., Nieminen E.A., Danilchanka O., King D.S., Lee A.S.Y., Mekalanos J.J., Kranzusch P.J.","Bacterial cGAS-like enzymes synthesize diverse nucleotide signals",2019,"Nature","567","7747",,"194","199",,60,"10.1038/s41586-019-0953-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062854862&doi=10.1038%2fs41586-019-0953-5&partnerID=40&md5=edc2d32cf9c6fffdee8674c15514d5de"
"Katsoulidis A.P., Antypov D., Whitehead G.F.S., Carrington E.J., Adams D.J., Berry N.G., Darling G.R., Dyer M.S., Rosseinsky M.J.","Chemical control of structure and guest uptake by a conformationally mobile porous material",2019,"Nature","565","7738",,"213","217",,60,"10.1038/s41586-018-0820-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059798155&doi=10.1038%2fs41586-018-0820-9&partnerID=40&md5=63edce5d5201512ba7e1c6b91b0225b9"
"Schirmer L., Velmeshev D., Holmqvist S., Kaufmann M., Werneburg S., Jung D., Vistnes S., Stockley J.H., Young A., Steindel M., Tung B., Goyal N., Bhaduri A., Mayer S., Engler J.B., Bayraktar O.A., Franklin R.J.M., Haeussler M., Reynolds R., Schafer D.P., Friese M.A., Shiow L.R., Kriegstein A.R., Rowitch D.H.","Neuronal vulnerability and multilineage diversity in multiple sclerosis",2019,"Nature","573","7772",,"75","82",,59,"10.1038/s41586-019-1404-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069436662&doi=10.1038%2fs41586-019-1404-z&partnerID=40&md5=cf0e8b6be8a69e1fb15915a2c6e2346c"
"Diamond E.L., Durham B.H., Ulaner G.A., Drill E., Buthorn J., Ki M., Bitner L., Cho H., Young R.J., Francis J.H., Rampal R., Lacouture M., Brody L.A., Ozkaya N., Dogan A., Rosen N., Iasonos A., Abdel-Wahab O., Hyman D.M.","Efficacy of MEK inhibition in patients with histiocytic neoplasms",2019,"Nature","567","7749",,"521","524",,59,"10.1038/s41586-019-1012-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063609742&doi=10.1038%2fs41586-019-1012-y&partnerID=40&md5=26c9759387995a0956992709053b4a4a"
"Garcia-Bermudez J., Baudrier L., Bayraktar E.C., Shen Y., La K., Guarecuco R., Yucel B., Fiore D., Tavora B., Freinkman E., Chan S.H., Lewis C., Min W., Inghirami G., Sabatini D.M., Birsoy K.","Squalene accumulation in cholesterol auxotrophic lymphomas prevents oxidative cell death",2019,"Nature","567","7746",,"118","122",,59,"10.1038/s41586-019-0945-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062374045&doi=10.1038%2fs41586-019-0945-5&partnerID=40&md5=54e6c3ce635198eb9ce70f514ca8df55"
"Chu C., Murdock M.H., Jing D., Won T.H., Chung H., Kressel A.M., Tsaava T., Addorisio M.E., Putzel G.G., Zhou L., Bessman N.J., Yang R., Moriyama S., Parkhurst C.N., Li A., Meyer H.C., Teng F., Chavan S.S., Tracey K.J., Regev A., Schroeder F.C., Lee F.S., Liston C., Artis D.","The microbiota regulate neuronal function and fear extinction learning",2019,"Nature","574","7779",,"543","548",,58,"10.1038/s41586-019-1644-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074087424&doi=10.1038%2fs41586-019-1644-y&partnerID=40&md5=a20f2bbe45cc5317143be3ea00d702ca"
"Xiang J., Shang M., Kawamata Y., Lundberg H., Reisberg S.H., Chen M., Mykhailiuk P., Beutner G., Collins M.R., Davies A., Del Bel M., Gallego G.M., Spangler J.E., Starr J., Yang S., Blackmond D.G., Baran P.S.","Hindered dialkyl ether synthesis with electrogenerated carbocations",2019,"Nature","573","7774",,"398","402",,58,"10.1038/s41586-019-1539-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072509229&doi=10.1038%2fs41586-019-1539-y&partnerID=40&md5=a0e928b4f2ae2dfa82687763ae8adfaa"
"Li S., Batra R., Brown D., Chang H.-D., Ranganathan N., Hoberman C., Rus D., Lipson H.","Particle robotics based on statistical mechanics of loosely coupled components",2019,"Nature","567","7748",,"361","365",,58,"10.1038/s41586-019-1022-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063318763&doi=10.1038%2fs41586-019-1022-9&partnerID=40&md5=d686b768e2d51fbc4a2d801ea04fad21"
"McFiggans G., Mentel T.F., Wildt J., Pullinen I., Kang S., Kleist E., Schmitt S., Springer M., Tillmann R., Wu C., Zhao D., Hallquist M., Faxon C., Le Breton M., Hallquist Å.M., Simpson D., Bergström R., Jenkin M.E., Ehn M., Thornton J.A., Alfarra M.R., Bannan T.J., Percival C.J., Priestley M., Topping D., Kiendler-Scharr A.","Secondary organic aerosol reduced by mixture of atmospheric vapours",2019,"Nature","565","7741",,"587","593",,58,"10.1038/s41586-018-0871-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060866058&doi=10.1038%2fs41586-018-0871-y&partnerID=40&md5=121f3ae9c9c2988653a5a850c1a697b9"
"Jansen C.S., Prokhnevska N., Master V.A., Sanda M.G., Carlisle J.W., Bilen M.A., Cardenas M., Wilkinson S., Lake R., Sowalsky A.G., Valanparambil R.M., Hudson W.H., McGuire D., Melnick K., Khan A.I., Kim K., Chang Y.M., Kim A., Filson C.P., Alemozaffar M., Osunkoya A.O., Mullane P., Ellis C., Akondy R., Im S.J., Kamphorst A.O., Reyes A., Liu Y., Kissick H.","An intra-tumoral niche maintains and differentiates stem-like CD8 T cells",2019,"Nature","576","7787",,"465","470",,57,"10.1038/s41586-019-1836-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076588925&doi=10.1038%2fs41586-019-1836-5&partnerID=40&md5=49f486d710850717073a75bedeec09f0"
"Segel M., Neumann B., Hill M.F.E., Weber I.P., Viscomi C., Zhao C., Young A., Agley C.C., Thompson A.J., Gonzalez G.A., Sharma A., Holmqvist S., Rowitch D.H., Franze K., Franklin R.J.M., Chalut K.J.","Niche stiffness underlies the ageing of central nervous system progenitor cells",2019,"Nature","573","7772",,"130","134",,57,"10.1038/s41586-019-1484-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070991208&doi=10.1038%2fs41586-019-1484-9&partnerID=40&md5=703bbccaac8bd5ba1ccee6b52bff3be6"
"Liu M., Chen Y., Tan C.-S., Quintero-Bermudez R., Proppe A.H., Munir R., Tan H., Voznyy O., Scheffel B., Walters G., Kam A.P.T., Sun B., Choi M.-J., Hoogland S., Amassian A., Kelley S.O., García de Arquer F.P., Sargent E.H.","Lattice anchoring stabilizes solution-processed semiconductors",2019,"Nature","570","7759",,"96","101",,57,"10.1038/s41586-019-1239-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066262355&doi=10.1038%2fs41586-019-1239-7&partnerID=40&md5=c4375355b56fc723a03341b6b70e2775"
"Fornieri A., Whiticar A.M., Setiawan F., Portolés E., Drachmann A.C.C., Keselman A., Gronin S., Thomas C., Wang T., Kallaher R., Gardner G.C., Berg E., Manfra M.J., Stern A., Marcus C.M., Nichele F.","Evidence of topological superconductivity in planar Josephson junctions",2019,"Nature","569","7754",,"89","92",,57,"10.1038/s41586-019-1068-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064921828&doi=10.1038%2fs41586-019-1068-8&partnerID=40&md5=7cc625f6928027ab7d9709f756de1baf"
"Nacev B.A., Feng L., Bagert J.D., Lemiesz A.E., Gao J.J., Soshnev A.A., Kundra R., Schultz N., Muir T.W., Allis C.D.","The expanding landscape of ‘oncohistone’ mutations in human cancers",2019,"Nature","567","7749",,"473","478",,57,"10.1038/s41586-019-1038-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063299311&doi=10.1038%2fs41586-019-1038-1&partnerID=40&md5=15a995329d5ac569511abd465da422c8"
"Kimata M., Chen H., Kondou K., Sugimoto S., Muduli P.K., Ikhlas M., Omori Y., Tomita T., MacDonald A.H., Nakatsuji S., Otani Y.","Magnetic and magnetic inverse spin Hall effects in a non-collinear antiferromagnet",2019,"Nature","565","7741",,"627","630",,57,"10.1038/s41586-018-0853-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060874854&doi=10.1038%2fs41586-018-0853-0&partnerID=40&md5=f25d47cc2c935795ad5a47d957bcce1b"
"Hondele M., Sachdev R., Heinrich S., Wang J., Vallotton P., Fontoura B.M.A., Weis K.","DEAD-box ATPases are global regulators of phase-separated organelles",2019,"Nature","573","7772",,"144","148",,56,"10.1038/s41586-019-1502-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071036149&doi=10.1038%2fs41586-019-1502-y&partnerID=40&md5=54c083dd69388d039d38a4fa601629a5"
"Mårtensson C.U., Priesnitz C., Song J., Ellenrieder L., Doan K.N., Boos F., Floerchinger A., Zufall N., Oeljeklaus S., Warscheid B., Becker T.","Mitochondrial protein translocation-associated degradation",2019,"Nature","569","7758",,"679","683",,56,"10.1038/s41586-019-1227-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066264283&doi=10.1038%2fs41586-019-1227-y&partnerID=40&md5=12f58f1f1a14014b1ad9cbdd9ad3dc74"
"Chan E.M., Shibue T., McFarland J.M., Gaeta B., Ghandi M., Dumont N., Gonzalez A., McPartlan J.S., Li T., Zhang Y., Bin Liu J., Lazaro J.-B., Gu P., Piett C.G., Apffel A., Ali S.O., Deasy R., Keskula P., Ng R.W.S., Roberts E.A., Reznichenko E., Leung L., Alimova M., Schenone M., Islam M., Maruvka Y.E., Liu Y., Roper J., Raghavan S., Giannakis M., Tseng Y.-Y., Nagel Z.D., D’Andrea A., Root D.E., Boehm J.S., Getz G., Chang S., Golub T.R., Tsherniak A., Vazquez F., Bass A.J.","WRN helicase is a synthetic lethal target in microsatellite unstable cancers",2019,"Nature","568","7753",,"551","556",,56,"10.1038/s41586-019-1102-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064214826&doi=10.1038%2fs41586-019-1102-x&partnerID=40&md5=b628e9a3ebb9de7fa70fdd8b2a702ea2"
"Sanulli S., Trnka M.J., Dharmarajan V., Tibble R.W., Pascal B.D., Burlingame A.L., Griffin P.R., Gross J.D., Narlikar G.J.","HP1 reshapes nucleosome core to promote phase separation of heterochromatin",2019,"Nature","575","7782",,"390","394",,55,"10.1038/s41586-019-1669-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074927957&doi=10.1038%2fs41586-019-1669-2&partnerID=40&md5=0348149459036cd4f90963e6464d7dd3"
"Tian W., Hou C., Ren Z., Wang C., Zhao F., Dahlbeck D., Hu S., Zhang L., Niu Q., Li L., Staskawicz B.J., Luan S.","A calmodulin-gated calcium channel links pathogen patterns to plant immunity",2019,"Nature","572","7767",,"131","135",,55,"10.1038/s41586-019-1413-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069520650&doi=10.1038%2fs41586-019-1413-y&partnerID=40&md5=16396e46248c8093ea1919d1a8deee70"
"Dwyer-Lindgren L., Cork M.A., Sligar A., Steuben K.M., Wilson K.F., Provost N.R., Mayala B.K., VanderHeide J.D., Collison M.L., Hall J.B., Biehl M.H., Carter A., Frank T., Douwes-Schultz D., Burstein R., Casey D.C., Deshpande A., Earl L., El Bcheraoui C., Farag T.H., Henry N.J., Kinyoki D., Marczak L.B., Nixon M.R., Osgood-Zimmerman A., Pigott D., Reiner R.C., Jr, Ross J.M., Schaeffer L.E., Smith D.L., Davis Weaver N., Wiens K.E., Eaton J.W., Justman J.E., Opio A., Sartorius B., Tanser F., Wabiri N., Piot P., Murray C.J.L., Hay S.I.","Mapping HIV prevalence in sub-Saharan Africa between 2000 and 2017",2019,"Nature","570","7760",,"189","193",,55,"10.1038/s41586-019-1200-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065988529&doi=10.1038%2fs41586-019-1200-9&partnerID=40&md5=61bb865476ff60925bbaf1ccf8ef20fc"
"Zhou L., Chu C., Teng F., Bessman N.J., Goc J., Santosa E.K., Putzel G.G., Kabata H., Kelsen J.R., Baldassano R.N., Shah M.A., Sockolow R.E., Vivier E., Eberl G., Smith K.A., Sonnenberg G.F.","Innate lymphoid cells support regulatory T cells in the intestine through interleukin-2",2019,"Nature","568","7752",,"405","409",,55,"10.1038/s41586-019-1082-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063971809&doi=10.1038%2fs41586-019-1082-x&partnerID=40&md5=b9400a5f01b2708dc37a6700e2621437"
"Zeevi D., Korem T., Godneva A., Bar N., Kurilshikov A., Lotan-Pompan M., Weinberger A., Fu J., Wijmenga C., Zhernakova A., Segal E.","Structural variation in the gut microbiome associates with host health",2019,"Nature","568","7750",,"43","48",,55,"10.1038/s41586-019-1065-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063619329&doi=10.1038%2fs41586-019-1065-y&partnerID=40&md5=430695f11d4dd92f244286eaaf72e963"
"Li B., Kawakita Y., Ohira-Kawamura S., Sugahara T., Wang H., Wang J., Chen Y., Kawaguchi S.I., Kawaguchi S., Ohara K., Li K., Yu D., Mole R., Hattori T., Kikuchi T., Yano S.-I., Zhang Z., Zhang Z., Ren W., Lin S., Sakata O., Nakajima K., Zhang Z.","Colossal barocaloric effects in plastic crystals",2019,"Nature","567","7749",,"506","510",,55,"10.1038/s41586-019-1042-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063647723&doi=10.1038%2fs41586-019-1042-5&partnerID=40&md5=1fb0d3888f4ad5cea73284a4f2661800"
"Ma R., Saxberg B., Owens C., Leung N., Lu Y., Simon J., Schuster D.I.","A dissipatively stabilized Mott insulator of photons",2019,"Nature","566","7742",,"51","57",,55,"10.1038/s41586-019-0897-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061155931&doi=10.1038%2fs41586-019-0897-9&partnerID=40&md5=fd1e6ec79da473c4a7de951cf2eed63a"
"Hicks C.C., Cohen P.J., Graham N.A.J., Nash K.L., Allison E.H., D’Lima C., Mills D.J., Roscher M., Thilsted S.H., Thorne-Lyman A.L., MacNeil M.A.","Harnessing global fisheries to tackle micronutrient deficiencies",2019,"Nature","574","7776",,"95","98",,54,"10.1038/s41586-019-1592-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072943111&doi=10.1038%2fs41586-019-1592-6&partnerID=40&md5=cd5d5a78f62fe2956eefb9c02ff92eb9"
"Aghajanian H., Kimura T., Rurik J.G., Hancock A.S., Leibowitz M.S., Li L., Scholler J., Monslow J., Lo A., Han W., Wang T., Bedi K., Morley M.P., Linares Saldana R.A., Bolar N.A., McDaid K., Assenmacher C.-A., Smith C.L., Wirth D., June C.H., Margulies K.B., Jain R., Puré E., Albelda S.M., Epstein J.A.","Targeting cardiac fibrosis with engineered T cells",2019,"Nature","573","7774",,"430","433",,54,"10.1038/s41586-019-1546-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072508604&doi=10.1038%2fs41586-019-1546-z&partnerID=40&md5=a5873e2c23af808a6044cae7dcaf4c5e"
"Neukom R., Steiger N., Gómez-Navarro J.J., Wang J., Werner J.P.","No evidence for globally coherent warm and cold periods over the preindustrial Common Era",2019,"Nature","571","7766",,"550","554",,54,"10.1038/s41586-019-1401-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069745881&doi=10.1038%2fs41586-019-1401-2&partnerID=40&md5=de98150fb6fbef289a60be48219f1d99"
"Ren H., Pientka F., Hart S., Pierce A.T., Kosowsky M., Lunczer L., Schlereth R., Scharf B., Hankiewicz E.M., Molenkamp L.W., Halperin B.I., Yacoby A.","Topological superconductivity in a phase-controlled Josephson junction",2019,"Nature","569","7754",,"93","98",,54,"10.1038/s41586-019-1148-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064943292&doi=10.1038%2fs41586-019-1148-9&partnerID=40&md5=dc60a8ecbeecdde58e2dbcc7855b36e5"
"Lee J., Yesilkanal A.E., Wynne J.P., Frankenberger C., Liu J., Yan J., Elbaz M., Rabe D.C., Rustandy F.D., Tiwari P., Grossman E.A., Hart P.C., Kang C., Sanderson S.M., Andrade J., Nomura D.K., Bonini M.G., Locasale J.W., Rosner M.R.","Effective breast cancer combination therapy targeting BACH1 and mitochondrial metabolism",2019,"Nature","568","7751",,"254","258",,54,"10.1038/s41586-019-1005-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064269030&doi=10.1038%2fs41586-019-1005-x&partnerID=40&md5=9c15ae5b71463aa7360ff04b18859c8e"
"Wang W.-L., Moore J.K., Martiny A.C., Primeau F.W.","Convergent estimates of marine nitrogen fixation",2019,"Nature","566","7743",,"205","211",,54,"10.1038/s41586-019-0911-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061494768&doi=10.1038%2fs41586-019-0911-2&partnerID=40&md5=1f085eedb10272e5bbf12c5f35bb5ab0"
"Chen Y., Ikeda K., Yoneshiro T., Scaramozza A., Tajima K., Wang Q., Kim K., Shinoda K., Sponton C.H., Brown Z., Brack A., Kajimura S.","Thermal stress induces glycolytic beige fat formation via a myogenic state",2019,"Nature","565","7738",,"180","185",,54,"10.1038/s41586-018-0801-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059752673&doi=10.1038%2fs41586-018-0801-z&partnerID=40&md5=6a329a2315eaa737d36c2f9431f000e8"
"Yoneshiro T., Wang Q., Tajima K., Matsushita M., Maki H., Igarashi K., Dai Z., White P.J., McGarrah R.W., Ilkayeva O.R., Deleye Y., Oguri Y., Kuroda M., Ikeda K., Li H., Ueno A., Ohishi M., Ishikawa T., Kim K., Chen Y., Sponton C.H., Pradhan R.N., Majd H., Greiner V.J., Yoneshiro M., Brown Z., Chondronikola M., Takahashi H., Goto T., Kawada T., Sidossis L., Szoka F.C., McManus M.T., Saito M., Soga T., Kajimura S.","BCAA catabolism in brown fat controls energy homeostasis through SLC25A44",2019,"Nature","572","7771",,"614","619",,53,"10.1038/s41586-019-1503-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070951094&doi=10.1038%2fs41586-019-1503-x&partnerID=40&md5=26519e8e4d9a4b3bf3d87aeb504b48e0"
"Jiang Z., Zhou X., Tao M., Yuan F., Liu L., Wu F., Wu X., Xiang Y., Niu Y., Liu F., Li C., Ye R., Byeon B., Xue Y., Zhao H., Wang H.-N., Crawford B.M., Johnson D.M., Hu C., Pei C., Zhou W., Swift G.B., Zhang H., Vo-Dinh T., Hu Z., Siedow J.N., Pei Z.-M.","Plant cell-surface GIPC sphingolipids sense salt to trigger Ca2+ influx",2019,"Nature","572","7769",,"341","346",,53,"10.1038/s41586-019-1449-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069945405&doi=10.1038%2fs41586-019-1449-z&partnerID=40&md5=9c17b996b4023dca71d1893efb700e6c"
"Cardoso-Moreira M., Halbert J., Valloton D., Velten B., Chen C., Shao Y., Liechti A., Ascenção K., Rummel C., Ovchinnikova S., Mazin P.V., Xenarios I., Harshman K., Mort M., Cooper D.N., Sandi C., Soares M.J., Ferreira P.G., Afonso S., Carneiro M., Turner J.M.A., VandeBerg J.L., Fallahshahroudi A., Jensen P., Behr R., Lisgo S., Lindsay S., Khaitovich P., Huber W., Baker J., Anders S., Zhang Y.E., Kaessmann H.","Gene expression across mammalian organ development",2019,"Nature","571","7766",,"505","509",,53,"10.1038/s41586-019-1338-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065531911&doi=10.1038%2fs41586-019-1338-5&partnerID=40&md5=aea54369eef47436a5985c7f25c44883"
"Flannick J., Mercader J.M., Fuchsberger C., Udler M.S., Mahajan A., Wessel J., Teslovich T.M., Caulkins L., Koesterer R., Barajas-Olmos F., Blackwell T.W., Boerwinkle E., Brody J.A., Centeno-Cruz F., Chen L., Chen S., Contreras-Cubas C., Córdova E., Correa A., Cortes M., DeFronzo R.A., Dolan L., Drews K.L., Elliott A., Floyd J.S., Gabriel S., Garay-Sevilla M.E., García-Ortiz H., Gross M., Han S., Heard-Costa N.L., Jackson A.U., Jørgensen M.E., Kang H.M., Kelsey M., Kim B.-J., Koistinen H.A., Kuusisto J., Leader J.B., Linneberg A., Liu C.-T., Liu J., Lyssenko V., Manning A.K., Marcketta A., Malacara-Hernandez J.M., Martínez-Hernández A., Matsuo K., Mayer-Davis E., Mendoza-Caamal E., Mohlke K.L., Morrison A.C., Ndungu A., Ng M.C.Y., O’Dushlaine C., Payne A.J., Pihoker C., Post W.S., Preuss M., Psaty B.M., Vasan R.S., Rayner N.W., Reiner A.P., Revilla-Monsalve C., Robertson N.R., Santoro N., Schurmann C., So W.Y., Soberón X., Stringham H.M., Strom T.M., Tam C.H.T., Thameem F., Tomlinson B., Torres J.M., Tracy R.P., van Dam R.M., Vujkovic M., Wang S., Welch R.P., Witte D.R., Wong T.-Y., Atzmon G., Barzilai N., Blangero J., Bonnycastle L.L., Bowden D.W., Chambers J.C., Chan E., Cheng C.-Y., Cho Y.S., Collins F.S., de Vries P.S., Duggirala R., Glaser B., Gonzalez C., Gonzalez M.E., Groop L., Kooner J.S., Kwak S.H., Laakso M., Lehman D.M., Nilsson P., Spector T.D., Tai E.S., Tuomi T., Tuomilehto J., Wilson J.G., Aguilar-Salinas C.A., Bottinger E., Burke B., Carey D.J., Chan J.C.N., Dupuis J., Frossard P., Heckbert S.R., Hwang M.Y., Kim Y.J., Kirchner H.L., Lee J.-Y., Lee J., Loos R.J.F., Ma R.C.W., Morris A.D., O’Donnell C.J., Palmer C.N.A., Pankow J., Park K.S., Rasheed A., Saleheen D., Sim X., Small K.S., Teo Y.Y., Haiman C., Hanis C.L., Henderson B.E., Orozco L., Tusié-Luna T., Dewey F.E., Baras A., Gieger C., Meitinger T., Strauch K., Lange L., Grarup N., Hansen T., Pedersen O., Zeitler P., Dabelea D., Abecasis G., Bell G.I., Cox N.J., Seielstad M., Sladek R., Meigs J.B., Rich S.S., Rotter J.I., Altshuler D., Burtt N.P., Scott L.J., Morris A.P., Florez J.C., McCarthy M.I., Boehnke M., Broad Genomics Platform, DiscovEHR Collaboration, CHARGE, LuCamp, ProDiGY, GoT2D, ESP, SIGMA-T2D, T2D-GENES, AMP-T2D-GENES","Exome sequencing of 20,791 cases of type 2 diabetes and 24,440 controls",2019,"Nature","570","7759",,"71","76",,53,"10.1038/s41586-019-1231-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066251977&doi=10.1038%2fs41586-019-1231-2&partnerID=40&md5=85434627f9b17bdd91d24a677d47e10e"
"Nowotschin S., Setty M., Kuo Y.-Y., Liu V., Garg V., Sharma R., Simon C.S., Saiz N., Gardner R., Boutet S.C., Church D.M., Hoodless P.A., Hadjantonakis A.-K., Pe’er D.","The emergent landscape of the mouse gut endoderm at single-cell resolution",2019,"Nature","569","7756",,"361","367",,53,"10.1038/s41586-019-1127-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065227179&doi=10.1038%2fs41586-019-1127-1&partnerID=40&md5=e4cae9594ae1de52067f8ff01de56ad3"
"Lu M., Ma X., Castillo-Menendez L.R., Gorman J., Alsahafi N., Ermel U., Terry D.S., Chambers M., Peng D., Zhang B., Zhou T., Reichard N., Wang K., Grover J.R., Carman B.P., Gardner M.R., Nikić-Spiegel I., Sugawara A., Arthos J., Lemke E.A., Smith A.B., III, Farzan M., Abrams C., Munro J.B., McDermott A.B., Finzi A., Kwong P.D., Blanchard S.C., Sodroski J.G., Mothes W.","Associating HIV-1 envelope glycoprotein structures with states on the virus observed by smFRET",2019,"Nature","568","7752",,"415","419",,53,"10.1038/s41586-019-1101-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064250618&doi=10.1038%2fs41586-019-1101-y&partnerID=40&md5=cc36e182d756ce5cdcc85802fd094179"
"Steinmetz N.A., Zatka-Haas P., Carandini M., Harris K.D.","Distributed coding of choice, action and engagement across the mouse brain",2019,"Nature","576","7786",,"266","273",,52,"10.1038/s41586-019-1787-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072726679&doi=10.1038%2fs41586-019-1787-x&partnerID=40&md5=ce8c656119642a13415fa11fa3a4d8a4"
